query_dog_id,target_dog_id,is_same_dog,query_image,reference_images,reference_count,single_reference_score,centroid_score,max_reference_score,top2_average_score,centroid_plus_max_score
1771,1781,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1781/1781_0Tolu7cpRQurgl7b87DAOwAAACMAARAD-0.jpg|/models/dog_nose_identification2/dir_train/1781/1781_0Tolu7cpRQurgl7b87DAOwAAACMAARAD.jpg|/models/dog_nose_identification2/dir_train/1781/1781_8lDjXIJZRCW2b_XhVJX7dgAAACMAARAD-0.jpg,3,0.1577574586,0.1546159042,0.1849407326,0.1713490956,0.1697783184
1771,1782,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1782/1782_A_9j9STb2ddMYAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1782/1782_A_9j9STb2ddMYAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1782/1782_A_BrnaR6YkflgAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0697533281,0.0683993875,0.0797115604,0.0747324442,0.0740554740
1771,1783,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1783/1783_A_2BB4T4rs2XYAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1783/1783_A_2BB4T4rs2XYAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1783/1783_A_5CI8RZk8TJIAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2212233296,0.2173161610,0.2212233296,0.2193260639,0.2192697453
1771,1784,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1784/1784_A_89CWSY3ey-oAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1784/1784_A_89CWSY3ey-oAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1784/1784_A__RA_QIYit_sAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2960922970,0.3056668529,0.3050181276,0.3005552123,0.3053424902
1771,1785,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1785/1785_1XcE6m3zSCur58X-hFtdTAAAACMAARAD-0.jpg|/models/dog_nose_identification2/dir_train/1785/1785_1XcE6m3zSCur58X-hFtdTAAAACMAARAD.jpg|/models/dog_nose_identification2/dir_train/1785/1785_6K1t43AoQDGWw8fU2Jyu-gAAACMAARAD-0.jpg,3,0.2570086410,0.2803745584,0.2845550611,0.2707818510,0.2824648097
1771,1786,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1786/1786_A_-uDtRqYuZnoAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1786/1786_A_-uDtRqYuZnoAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1786/1786_A_3bmhQbHs494AAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.3180204145,0.3306507411,0.3180204145,0.3153174330,0.3243355778
1771,1787,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1787/1787_A_eK8MTIA5eJAAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1787/1787_A_eK8MTIA5eJAAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1787/1787_A_PvlIQoBdZm6nqfpKqBSbDQAAAQAAAQ-0.jpg,3,0.1328827448,0.1502260752,0.1654007114,0.1509045159,0.1578133933
1771,1788,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1788/1788_A_3lPxSIWmPEEAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1788/1788_A_3lPxSIWmPEEAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1788/1788_A_ACfeT5dS8pQAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.1856854835,0.2001454545,0.2180445791,0.2018650313,0.2090950168
1771,1789,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1789/1789_A_0YwXS5LOhUUAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1789/1789_A_0YwXS5LOhUUAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1789/1789_A_2y7VRo-8TpMAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2202486091,0.2431653777,0.2514561797,0.2404307816,0.2473107787
1771,1790,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1790/1790_A_-pFNSYe_mcYAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1790/1790_A_-pFNSYe_mcYAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1790/1790_A_6j0hSpWN8QAAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2276202325,0.2277185164,0.2276202325,0.2249270855,0.2276693744
1771,1791,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1791/1791_A_3lfzSLrcbLgAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1791/1791_A_3lfzSLrcbLgAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1791/1791_A_94FERq6L4YwAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2512826355,0.2196623093,0.2512826355,0.2294501517,0.2354724724
1771,1792,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1792/1792_1oiW0N2eT0CLNKGG6LyFaQAAACMAARAD-0.jpg|/models/dog_nose_identification2/dir_train/1792/1792_1oiW0N2eT0CLNKGG6LyFaQAAACMAARAD.jpg|/models/dog_nose_identification2/dir_train/1792/1792_fiPk_1uwRfa8kmpZR47IDwAAACMAARAD-0.jpg,3,0.0974809949,0.0950886212,0.0974809949,0.0966001294,0.0962848081
1771,1793,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1793/1793_A_0Vp3SZ0IOzkAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1793/1793_A_0Vp3SZ0IOzkAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1793/1793_A_0wB-TKHX-VgAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0445719836,0.0518433494,0.0567420741,0.0520995126,0.0542927117
1771,1794,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1794/1794_A_AIjbQZCTO4oAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1794/1794_A_AIjbQZCTO4oAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1794/1794_A_b2XORpndAPMAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2497386630,0.2856551255,0.3217985646,0.2857686138,0.3037268451
1771,1795,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1795/1795_A_0wrOQoqrDnQAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1795/1795_A_0wrOQoqrDnQAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1795/1795_A_6ltNQIf8ATUAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2005277733,0.2131405366,0.2158245613,0.2081761673,0.2144825489
1771,1796,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1796/1796_A_arzWRYXY1XoAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1796/1796_A_arzWRYXY1XoAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1796/1796_A_GOD1Sa-VjwsAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.1243736775,0.1454675751,0.1550324626,0.1463692475,0.1502500189
1771,1797,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1797/1797_A_4ty2QKdZ6rkAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1797/1797_A_4ty2QKdZ6rkAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1797/1797_A_ai8dR7GdIdwAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0050498210,0.0084292969,0.0210524131,0.0130511170,0.0147408550
1771,1798,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1798/1798_35EY1v2rSGSYkeZ-W59BpwAAACMAARAD-0.jpg|/models/dog_nose_identification2/dir_train/1798/1798_35EY1v2rSGSYkeZ-W59BpwAAACMAARAD.jpg|/models/dog_nose_identification2/dir_train/1798/1798_A_2wf6RZb0DjMAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0963093083,0.1102599858,0.1417399938,0.1190246511,0.1259999898
1771,1799,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1799/1799_A_bp5_SYWsqCMAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1799/1799_A_bp5_SYWsqCMAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1799/1799_A_EAlIQK1ktQgAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2111355331,0.1891061756,0.2111355331,0.2001036050,0.2001208544
1771,1800,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1800/1800_A_4LBtT5zFqwEAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1800/1800_A_4LBtT5zFqwEAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1800/1800_A_B3OqR5vOqpwAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0540784668,0.0685488792,0.0875050772,0.0725198224,0.0780269782
1771,1801,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1801/1801_A_2sNJT55svD4AAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1801/1801_A_2sNJT55svD4AAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1801/1801_A_5Ar-QbMNMQsAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0177042630,0.0365513789,0.0943076976,0.0560059803,0.0654295383
1771,1802,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1802/1802_A_AVEsT5wIaq0AAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1802/1802_A_AVEsT5wIaq0AAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1802/1802_A_hcqvSI8pNkgAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0613371225,0.0579910691,0.0613371225,0.0609786493,0.0596640958
1771,1803,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1803/1803_A_9St6T469TFgAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1803/1803_A_9St6T469TFgAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1803/1803_A_a3tmSqzvPx0AAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.1310217236,0.1329230285,0.1424495520,0.1367356378,0.1376862902
1771,1804,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1804/1804_A_8OnhQK2UlcEAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1804/1804_A_8OnhQK2UlcEAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1804/1804_A_a0GiTpyof3EAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2905372219,0.2961249607,0.2977866318,0.2941619269,0.2969557962
1771,1805,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1805/1805_A_98J-Sr75pawAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1805/1805_A_98J-Sr75pawAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1805/1805_A_GtMyQ7JdQ-gAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.3406821137,0.3301890262,0.3406821137,0.3268548408,0.3354355700
1771,1806,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1806/1806_a0NOVEVNTsaiS5nIbfB8mAAAACMAARAD-0.jpg|/models/dog_nose_identification2/dir_train/1806/1806_a0NOVEVNTsaiS5nIbfB8mAAAACMAARAD.jpg|/models/dog_nose_identification2/dir_train/1806/1806_OCx_Oa6wRmy8LG6zG9ofnAAAACMAARAD-0.jpg,3,0.1313002180,0.1389131748,0.1381167172,0.1353571952,0.1385149460
1771,1807,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1807/1807_A_7Vh5SZBgjiAAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1807/1807_A_7Vh5SZBgjiAAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1807/1807_A_8uhSSYzfZmcAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0527559167,0.0595485740,0.0770919767,0.0649239467,0.0683202754
1771,1808,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1808/1808_A_jI9GS4DpzqAAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1808/1808_A_jI9GS4DpzqAAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1808/1808_A_mZoOQaJNodYAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.1660765062,0.1577065410,0.1660765062,0.1636769535,0.1618915236
1771,1809,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1809/1809_A_3VaxQ6zM_FgAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1809/1809_A_3VaxQ6zM_FgAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1809/1809_A_ezFcQ5eIMVQAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.1908568401,0.1960807937,0.1975002495,0.1941785448,0.1967905216
1771,1810,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1810/1810_A_9CU_SL33aGQAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1810/1810_A_9CU_SL33aGQAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1810/1810_A_AiAdSrHonloAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.3718516970,0.3745551944,0.3827396340,0.3772956655,0.3786474142
1771,1811,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1811/1811_A_2KeQQphyFN8AAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1811/1811_A_2KeQQphyFN8AAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1811/1811_A_8GuUT7UUgIAAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0166265998,0.0062543602,0.0166265998,0.0097332166,0.0114404800
1771,1812,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1812/1812_A_4f9_R4gn6F4AAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1812/1812_A_4f9_R4gn6F4AAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1812/1812_A_D3xqQ4xSWm4AAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0831667367,0.1058702170,0.1300203913,0.1079114051,0.1179453041
1771,1813,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1813/1813_A_3O1JR4Ng3GcAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1813/1813_A_3O1JR4Ng3GcAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1813/1813_A_8I8WQbMxkI0AAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.2221105428,0.2377389703,0.2534373946,0.2377739687,0.2455881824
1771,1814,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1814/1814_A_0gJzRJ0pqbgAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1814/1814_A_0gJzRJ0pqbgAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1814/1814_A_4L9_QLRKgpkAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0068567845,-0.0149439249,0.0068567845,-0.0082022625,-0.0040435702
1771,1815,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1815/1815_A_FZl-Rq8X7ZUAAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1815/1815_A_FZl-Rq8X7ZUAAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1815/1815_A_MAaMRoeF1BQAAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.1867378192,0.2012379522,0.2009270010,0.1943654585,0.2010824766
1771,1816,false,/models/dog_nose_identification2/dir_train/1771/1771_A_EHgRTLiRPpcAAAAAAAAAAAAAAQAAAQ.jpg,/models/dog_nose_identification2/dir_train/1816/1816_A_1Yk8T5JPAq0AAAAAAAAAAAAAAQAAAQ-0.jpg|/models/dog_nose_identification2/dir_train/1816/1816_A_1Yk8T5JPAq0AAAAAAAAAAAAAAQAAAQ.jpg|/models/dog_nose_identification2/dir_train/1816/1816_A_Ach-TKL6w88AAAAAAAAAAAAAAQAAAQ-0.jpg,3,0.0018407436,0.0062558816,0.0218559457,0.0118483446,0.0140559136
